,first_name,last_name,city,state,country,nationality,pdga_num,player_rating,rating_effective_date,player_class,result_id,tournament_division,tournament_place,tied_finish,formatted_place,shot_total,tournament_total_to_par,prize_usd,tournament_dnf,tournament_average_rating,tournament_rating_delta,score_id,round,tee_time,course_name,layout_name,par,round_score,score_to_par,round_dnf,num_birdies,num_bogeys,round_rating,num_holes,layout_length,Hole 1,Hole 2,Hole 3,Hole 4,Hole 5,Hole 6,Hole 7,Hole 8,Hole 9,Hole 10,Hole 11,Hole 12,Hole 13,Hole 14,Hole 15,Hole 16,Hole 17,Hole 18
10,Jason,Price,Emmaus, PA,US,,128346,884,2025-09-09,Amateur,212101109,MA50,3,False,3rd,166,30,0,False,890,6,26438038,1,09:00:00,Nockamixon State Park,HooDoo,68,82,14,False,0,14,895,18,9289,6,5,3,4,6,4,3,4,4,5,6,4,4,5,5,4,5,5
11,Jason,Price,Emmaus, PA,US,,128346,884,2025-09-09,Amateur,212101109,MA50,3,False,3rd,166,30,0,False,890,6,26449877,2,12:38:01,Nockamixon State Park,HooDoo,68,84,16,False,1,17,884,18,9289,6,3,3,4,5,5,5,5,4,6,5,4,5,7,5,3,4,5
12,Patrick,Maloney,Boyertown, PA,US,,236872,927,2025-09-09,Amateur,212167346,MA2,5,False,5th,156,20,0,False,922,-5,26437189,1,09:00:00,Nockamixon State Park,HooDoo,68,74,6,False,2,8,947,18,9289,6,4,2,4,4,6,3,5,5,5,4,3,4,6,3,3,3,4
13,Patrick,Maloney,Boyertown, PA,US,,236872,927,2025-09-09,Amateur,212167346,MA2,5,False,5th,156,20,0,False,922,-5,26451267,2,13:21:01,Nockamixon State Park,HooDoo,68,82,14,False,1,15,897,18,9289,8,7,3,4,4,4,4,5,5,4,3,4,6,6,3,4,4,4
14,Chip,Kifer,Middletown, DE,US,,268447,904,2025-10-14,Amateur,212070984,MA2,1,False,1st,146,10,0,False,955,51,26436759,1,09:00:00,Nockamixon State Park,HooDoo,68,74,6,False,2,8,947,18,9289,6,4,2,3,3,5,3,7,6,4,4,3,4,5,3,3,4,5
15,Chip,Kifer,Middletown, DE,US,,268447,904,2025-10-14,Amateur,212070984,MA2,1,False,1st,146,10,0,False,955,51,26451266,2,13:21:01,Nockamixon State Park,HooDoo,68,72,4,False,5,9,962,18,9289,7,3,2,6,3,4,3,4,6,4,3,2,6,6,2,3,4,4
16,Brian,Colotti,Randolph, NJ,US,US,242744,923,2025-10-14,Amateur,212068707,MA2,2,False,2nd,148,12,0,False,948,25,26437223,1,09:00:00,Nockamixon State Park,HooDoo,68,76,8,False,2,10,934,18,9289,6,3,3,5,4,4,4,4,6,5,4,4,4,5,3,3,3,6
17,Brian,Colotti,Randolph, NJ,US,US,242744,923,2025-10-14,Amateur,212068707,MA2,2,False,2nd,148,12,0,False,948,25,26451202,2,12:44:01,Nockamixon State Park,HooDoo,68,72,4,False,4,8,962,18,9289,6,4,2,7,3,5,4,4,4,5,3,3,4,5,3,2,5,3
18,Zane,Colville,Frenchtown, NJ,US,US,153978,914,2025-10-14,Amateur,211661996,MA2,4,False,4th,154,18,0,False,929,15,26437187,1,09:00:00,Nockamixon State Park,HooDoo,68,77,9,False,1,10,928,18,9289,6,4,2,6,3,4,4,5,6,4,5,3,4,5,3,3,4,6
19,Zane,Colville,Frenchtown, NJ,US,US,153978,914,2025-10-14,Amateur,211661996,MA2,4,False,4th,154,18,0,False,929,15,26451264,2,13:21:01,Nockamixon State Park,HooDoo,68,77,9,False,2,11,929,18,9289,6,7,3,5,3,4,3,4,5,5,4,2,5,6,3,2,4,6
20,Sean,Donnelly,Morristown, NJ,US,,245297,879,2025-10-14,Amateur,212113432,MA2,3,False,3rd,150,14,0,False,942,63,26438025,1,09:00:00,Nockamixon State Park,HooDoo,68,77,9,False,0,9,928,18,9289,6,4,3,5,4,4,3,4,5,4,4,3,4,7,3,3,4,7
21,Sean,Donnelly,Morristown, NJ,US,,245297,879,2025-10-14,Amateur,212113432,MA2,3,False,3rd,150,14,0,False,942,63,26451010,2,12:59:01,Nockamixon State Park,HooDoo,68,73,5,False,2,7,955,18,9289,6,3,3,4,4,5,3,6,4,4,4,2,5,5,3,3,5,4
22,Jackson,Goslin,Gilbertsville, PA,US,,236874,876,2024-05-14,Amateur,212168110,MA2,6,True,T-6th,164,28,0,False,896,20,26437431,1,09:00:00,Nockamixon State Park,HooDoo,68,80,12,False,2,14,908,18,9289,8,4,2,5,4,4,3,4,5,6,3,4,4,8,4,3,4,5
23,Jackson,Goslin,Gilbertsville, PA,US,,236874,876,2024-05-14,Amateur,212168110,MA2,6,True,T-6th,164,28,0,False,896,20,26451011,2,12:59:01,Nockamixon State Park,HooDoo,68,84,16,False,0,16,884,18,9289,8,4,3,6,4,6,4,4,5,4,5,4,5,6,3,3,5,5
24,Dan,Pacitto,Phoenixville, PA,US,,224376,882,2025-10-14,Amateur,211590348,MA2,8,False,8th,166,30,0,False,889,7,26436758,1,09:00:00,Nockamixon State Park,HooDoo,68,81,13,False,0,13,901,18,9289,7,5,3,5,4,4,3,6,5,5,4,3,4,6,3,4,5,5
25,Dan,Pacitto,Phoenixville, PA,US,,224376,882,2025-10-14,Amateur,211590348,MA2,8,False,8th,166,30,0,False,889,7,26451009,2,12:59:01,Nockamixon State Park,HooDoo,68,85,17,False,0,17,877,18,9289,5,6,3,4,5,5,5,4,5,6,5,3,5,6,5,4,4,5
26,Ryan,Kearney,Morton, PA,US,,234850,865,2025-10-14,Amateur,212170406,MA2,9,True,T-9th,167,31,0,False,886,21,26437941,1,09:00:00,Nockamixon State Park,HooDoo,68,83,15,False,1,16,888,18,9289,6,3,3,7,3,6,5,5,6,4,4,3,7,6,3,3,4,5
27,Ryan,Kearney,Morton, PA,US,,234850,865,2025-10-14,Amateur,212170406,MA2,9,True,T-9th,167,31,0,False,886,21,26451012,2,12:59:01,Nockamixon State Park,HooDoo,68,84,16,False,1,17,884,18,9289,6,4,4,4,3,5,4,6,5,5,3,3,6,9,4,3,6,4
28,Drake,Conklin,Pennsburg, PA,US,US,287439,874,2025-09-09,Amateur,212152503,MA2,11,True,T-11th,171,35,0,False,873,-1,26437430,1,09:00:00,Nockamixon State Park,HooDoo,68,83,15,False,1,16,888,18,9289,8,4,2,5,4,6,4,4,7,4,5,4,4,5,4,4,5,4
29,Drake,Conklin,Pennsburg, PA,US,US,287439,874,2025-09-09,Amateur,212152503,MA2,11,True,T-11th,171,35,0,False,873,-1,26451190,2,13:04:01,Nockamixon State Park,HooDoo,68,88,20,False,0,20,858,18,9289,6,4,4,5,5,5,5,5,4,5,5,4,6,7,3,4,5,6
30,Thadius,Mahoney,Pottstown, PA,US,US,296653,823,2025-04-08,Amateur,212168803,MA2,9,True,T-9th,167,31,0,False,886,63,26436760,1,09:00:00,Nockamixon State Park,HooDoo,68,84,16,False,0,16,882,18,9289,7,5,4,5,4,4,3,5,4,4,5,3,5,7,3,6,4,6
31,Thadius,Mahoney,Pottstown, PA,US,US,296653,823,2025-04-08,Amateur,212168803,MA2,9,True,T-9th,167,31,0,False,886,63,26451192,2,13:04:01,Nockamixon State Park,HooDoo,68,83,15,False,0,15,890,18,9289,6,4,3,5,3,5,4,5,5,4,5,3,5,5,6,4,6,5
32,Ryan,Iarkowski,Hillsborough, NJ,US,US,153268,912,2025-10-14,Amateur,211607882,MA2,6,True,T-6th,164,28,0,False,896,-16,26438024,1,09:00:00,Nockamixon State Park,HooDoo,68,85,17,False,0,17,875,18,9289,6,4,3,6,3,6,5,4,6,4,4,3,5,9,4,4,5,4
33,Ryan,Iarkowski,Hillsborough, NJ,US,US,153268,912,2025-10-14,Amateur,211607882,MA2,6,True,T-6th,164,28,0,False,896,-16,26451189,2,13:04:01,Nockamixon State Park,HooDoo,68,79,11,False,1,12,916,18,9289,6,4,3,5,3,6,3,5,6,4,3,3,6,6,3,3,4,6
34,Cameron,Gorman,Gilbertsville, PA,US,,312951,867,2025-09-09,Amateur,212165649,MA2,13,True,T-13th,175,39,0,False,860,-7,26438026,1,09:00:00,Nockamixon State Park,HooDoo,68,86,18,False,1,19,869,18,9289,7,6,5,5,4,5,3,7,5,4,3,3,7,5,4,3,6,4
35,Cameron,Gorman,Gilbertsville, PA,US,,312951,867,2025-09-09,Amateur,212165649,MA2,13,True,T-13th,175,39,0,False,860,-7,26451191,2,13:04:01,Nockamixon State Park,HooDoo,68,89,21,False,1,22,851,18,9289,8,5,3,5,2,4,4,4,6,6,6,4,6,7,5,3,5,6
36,Michael,Sauerwald Jr,Alburtis, PA,US,,268500,860,2025-09-09,Amateur,211927459,MA2,13,True,T-13th,175,39,0,False,860,0,26437939,1,09:00:00,Nockamixon State Park,HooDoo,68,88,20,False,0,20,856,18,9289,8,6,3,5,5,5,5,5,5,4,4,4,6,5,5,3,5,5
37,Michael,Sauerwald Jr,Alburtis, PA,US,,268500,860,2025-09-09,Amateur,211927459,MA2,13,True,T-13th,175,39,0,False,860,0,26450696,2,12:53:01,Nockamixon State Park,HooDoo,68,87,19,False,0,19,864,18,9289,5,5,3,4,4,4,4,7,5,4,5,6,6,6,4,3,5,7
38,Taylor,O'Connor,Bethlehem, PA,US,,299160,859,2025-04-08,Amateur,212114559,MA2,11,True,T-11th,171,35,0,False,873,14,26437429,1,09:00:00,Nockamixon State Park,HooDoo,68,89,21,False,1,22,849,18,9289,7,3,3,4,4,6,3,6,5,5,4,3,8,9,7,3,5,4
39,Taylor,O'Connor,Bethlehem, PA,US,,299160,859,2025-04-08,Amateur,212114559,MA2,11,True,T-11th,171,35,0,False,873,14,26450697,2,12:53:01,Nockamixon State Park,HooDoo,68,82,14,False,1,15,897,18,9289,5,5,2,4,4,5,5,4,5,4,6,4,4,6,5,4,4,6
40,Benjamin,Helmer,Gilbertsville, PA,US,,313972,785,2025-09-09,Amateur,212165207,MA2,15,False,15th,177,41,0,False,854,69,26437940,1,09:00:00,Nockamixon State Park,HooDoo,68,95,27,False,0,27,810,18,9289,7,4,5,5,5,6,4,6,6,7,5,3,5,9,4,4,5,5
41,Benjamin,Helmer,Gilbertsville, PA,US,,313972,785,2025-09-09,Amateur,212165207,MA2,15,False,15th,177,41,0,False,854,69,26450698,2,12:53:01,Nockamixon State Park,HooDoo,68,82,14,False,1,15,897,18,9289,8,4,3,4,2,5,4,6,5,4,4,3,5,8,4,3,5,5
