,first_name,last_name,city,state,country,nationality,pdga_num,player_rating,rating_effective_date,player_class,result_id,tournament_division,tournament_place,tied_finish,formatted_place,shot_total,tournament_total_to_par,prize_usd,tournament_dnf,tournament_average_rating,tournament_rating_delta,score_id,round,tee_time,course_name,layout_name,par,round_score,score_to_par,round_dnf,num_birdies,num_bogeys,round_rating,num_holes,layout_length,Hole 1,Hole 2,Hole 3,Hole 4,Hole 5,Hole 6,Hole 7,Hole 8,Hole 9,Hole 10,Hole 11,Hole 12,Hole 13,Hole 14,Hole 15,Hole 16,Hole 17,Hole 18
107,Bryan,Wey,Allentown, PA,US,US,193064,938,2025-10-14,Amateur,212159767,MA1,4,False,4th,148,12,0,False,947,9,26417921,2,01:40:00,Nockamixon State Park,HooDoo,68,70,2,False,4,6,972,18,9289,6,4,2,4,2,5,3,4,5,3,4,4,3,5,3,3,5,5
108,Ben,Gibbard,Phoenixville, PA,US,US,290046,923,2025-10-14,Amateur,212029407,MA1,5,True,T-5th,149,13,0,False,944,21,26391772,1,08:05:01,Nockamixon State Park,HooDoo,68,79,11,False,2,13,915,18,9289,8,4,2,4,6,4,4,5,6,4,3,3,4,6,3,3,4,6
109,Ben,Gibbard,Phoenixville, PA,US,US,290046,923,2025-10-14,Amateur,212029407,MA1,5,True,T-5th,149,13,0,False,944,21,26417970,2,01:40:00,Nockamixon State Park,HooDoo,68,70,2,False,2,4,972,18,9289,5,3,3,4,3,4,3,4,5,5,3,3,4,6,3,3,5,4
110,Joseph,Kelleher,Lewes, DE,US,,57599,910,2025-10-14,Amateur,212146455,MA1,17,False,17th,158,22,0,False,914,4,26391563,1,08:34:01,Nockamixon State Park,HooDoo,68,80,12,False,1,13,908,18,9289,7,5,2,4,3,4,3,4,5,4,4,5,7,6,4,3,6,4
111,Joseph,Kelleher,Lewes, DE,US,,57599,910,2025-10-14,Amateur,212146455,MA1,17,False,17th,158,22,0,False,914,4,26417971,2,01:40:00,Nockamixon State Park,HooDoo,68,78,10,False,2,12,919,18,9289,6,4,2,5,3,5,3,7,4,4,3,3,5,7,3,3,6,5
112,Michael,Forget,Hatboro, PA,US,,240694,920,2025-10-14,Amateur,212173420,MA1,7,True,T-7th,152,16,0,False,933,13,26391935,1,08:40:01,Nockamixon State Park,HooDoo,68,80,12,False,1,13,908,18,9289,7,5,5,5,3,5,2,5,4,4,4,5,4,5,4,4,4,5
113,Michael,Forget,Hatboro, PA,US,,240694,920,2025-10-14,Amateur,212173420,MA1,7,True,T-7th,152,16,0,False,933,13,26417985,2,01:40:00,Nockamixon State Park,HooDoo,68,72,4,False,1,5,958,18,9289,5,4,2,4,3,4,3,4,4,5,4,3,4,6,3,3,5,6
114,Peter,Vercillo,Philadelphia, PA,US,,116435,892,2025-10-14,Amateur,212159761,MA1,16,False,16th,156,20,0,False,921,29,26391933,1,08:40:01,Nockamixon State Park,HooDoo,68,81,13,False,2,15,902,18,9289,8,5,3,4,3,5,4,4,6,4,3,2,5,5,3,7,5,5
115,Peter,Vercillo,Philadelphia, PA,US,,116435,892,2025-10-14,Amateur,212159761,MA1,16,False,16th,156,20,0,False,921,29,26417983,2,01:40:00,Nockamixon State Park,HooDoo,68,75,7,False,0,7,939,18,9289,5,4,4,4,3,5,5,4,4,4,4,3,5,6,3,3,5,4
116,John,O'Hara,Yardley, PA,US,,93242,896,2025-10-14,Amateur,212074935,MA1,19,False,19th,166,30,0,False,887,-9,26391218,1,08:50:01,Nockamixon State Park,HooDoo,68,82,14,False,2,16,895,18,9289,6,3,3,3,3,7,4,5,5,6,4,5,6,7,3,3,4,5
117,John,O'Hara,Yardley, PA,US,,93242,896,2025-10-14,Amateur,212074935,MA1,19,False,19th,166,30,0,False,887,-9,26417982,2,01:40:00,Nockamixon State Park,HooDoo,68,84,16,False,1,17,879,18,9289,9,4,3,5,4,5,4,6,5,4,4,4,5,6,4,2,5,5
118,Tim,Kuczkowski,Richlandtown, PA,US,,219716,851,2025-09-09,Amateur,212159769,MA1,20,False,20th,175,39,0,False,858,7,26391934,1,08:40:01,Nockamixon State Park,HooDoo,68,89,21,False,0,21,850,18,9289,7,7,3,6,4,6,4,5,6,4,5,4,6,5,4,3,5,5
119,Tim,Kuczkowski,Richlandtown, PA,US,,219716,851,2025-09-09,Amateur,212159769,MA1,20,False,20th,175,39,0,False,858,7,26417984,2,01:40:00,Nockamixon State Park,HooDoo,68,86,18,False,0,18,866,18,9289,7,4,5,5,4,5,5,5,5,5,4,4,5,6,3,4,5,5
