,first_name,last_name,city,state,country,nationality,pdga_num,player_rating,rating_effective_date,player_class,result_id,tournament_division,tournament_place,tied_finish,formatted_place,shot_total,tournament_total_to_par,prize_usd,tournament_dnf,tournament_average_rating,tournament_rating_delta,score_id,round,tee_time,course_name,layout_name,par,round_score,score_to_par,round_dnf,num_birdies,num_bogeys,round_rating,num_holes,layout_length,Hole 1,Hole 2,Hole 3,Hole 4,Hole 5,Hole 6,Hole 7,Hole 8,Hole 9,Hole 10,Hole 11,Hole 12,Hole 13,Hole 14,Hole 15,Hole 16,Hole 17,Hole 18
10,Mark,Saraceno,Whitehall, PA,US,,82817,990,2025-08-12,Professional,211586517,MPO,10,True,T-10th,131,0,155,False,992,2,25442193,1,13:12:00,Nockamixon State Park,LVO 2025,68,64,-4,False,6,2,1012,18,9325,5,4,3,3,3,3,3,6,3,4,3,2,3,5,3,3,4,4
11,Mark,Saraceno,Whitehall, PA,US,,82817,990,2025-08-12,Professional,211586517,MPO,10,True,T-10th,131,0,155,False,992,2,25482271,2,14:24:00,The Preserve Disc Golf Course,LVO 2025 ,63,67,4,False,2,6,972,18,9073,4,3,3,3,4,4,4,4,3,3,3,3,4,6,6,3,3,4
12,Shane,McCullen,Berwyn, PA,US,US,102040,1019,2025-08-12,Professional,211633208,MPO,4,False,4th,123,-8,285,False,1021,2,25450421,1,14:36:00,Nockamixon State Park,LVO 2025,68,64,-4,False,8,4,1012,18,9325,7,4,3,3,4,4,2,4,4,4,3,3,3,4,2,2,5,3
13,Shane,McCullen,Berwyn, PA,US,US,102040,1019,2025-08-12,Professional,211633208,MPO,4,False,4th,123,-8,285,False,1021,2,25482272,2,14:24:00,The Preserve Disc Golf Course,LVO 2025 ,63,59,-4,False,6,2,1030,18,9073,4,3,2,2,3,4,3,3,3,5,3,3,4,4,4,3,3,3
14,Zachary,Tesone,Princeton, NJ,US,,153146,993,2025-08-12,Professional,211586319,MPO,5,True,T-5th,124,-7,230,False,1018,25,25450419,1,14:36:00,Nockamixon State Park,LVO 2025,68,65,-3,False,7,4,1005,18,9325,6,3,3,3,3,3,3,4,5,3,3,3,5,4,2,3,4,5
15,Zachary,Tesone,Princeton, NJ,US,,153146,993,2025-08-12,Professional,211586319,MPO,5,True,T-5th,124,-7,230,False,1018,25,25482270,2,14:24:00,The Preserve Disc Golf Course,LVO 2025 ,63,59,-4,False,7,3,1030,18,9073,3,2,2,2,3,3,3,4,3,4,4,4,4,4,4,3,2,5
16,Jacob,Arnold,North Wales, PA,US,US,220104,975,2025-08-12,Professional,211586525,MPO,13,True,T-13th,132,1,130,False,989,14,25448983,1,14:12:00,Nockamixon State Park,LVO 2025,68,65,-3,False,8,5,1005,18,9325,6,3,2,3,4,3,3,6,3,3,3,3,4,5,4,3,4,3
17,Jacob,Arnold,North Wales, PA,US,US,220104,975,2025-08-12,Professional,211586525,MPO,13,True,T-13th,132,1,130,False,989,14,25480893,2,14:12:00,The Preserve Disc Golf Course,LVO 2025 ,63,67,4,False,2,6,972,18,9073,3,3,3,3,3,4,3,4,3,3,3,3,5,6,4,6,4,4
18,Jon,Moldoff,Garnet Valley, PA,US,US,236478,985,2025-08-12,Professional,211589754,MPO,2,True,T-2nd,122,-9,420,False,1025,40,25436845,1,11:48:00,Nockamixon State Park,LVO 2025,68,65,-3,False,5,2,1005,18,9325,5,4,3,5,4,4,3,4,4,4,3,2,4,5,2,2,4,3
19,Jon,Moldoff,Garnet Valley, PA,US,US,236478,985,2025-08-12,Professional,211589754,MPO,2,True,T-2nd,122,-9,420,False,1025,40,25480874,2,14:12:00,The Preserve Disc Golf Course,LVO 2025 ,63,57,-6,False,9,3,1044,18,9073,3,3,2,2,5,3,3,3,3,3,2,2,3,5,4,3,3,5
20,Dustin,Wolfe,Rockaway, NJ,US,,23619,972,2025-04-08,Professional,211940397,MPO,17,True,T-17th,134,3,110,False,982,10,25447056,1,13:48:00,Nockamixon State Park,LVO 2025,68,66,-2,False,5,3,999,18,9325,5,4,2,4,3,3,5,4,4,5,3,3,3,5,2,3,4,4
21,Dustin,Wolfe,Rockaway, NJ,US,,23619,972,2025-04-08,Professional,211940397,MPO,17,True,T-17th,134,3,110,False,982,10,25480876,2,14:12:00,The Preserve Disc Golf Course,LVO 2025 ,63,68,5,False,4,9,965,18,9073,3,4,2,3,3,4,3,5,3,4,2,4,5,5,4,5,2,7
22,Charles,Behrhorst,Cary, NC,US,US,42202,997,2025-08-12,Professional,211899475,MPO,9,False,9th,129,-2,180,False,1000,3,25449683,1,14:24:00,Nockamixon State Park,LVO 2025,68,66,-2,False,6,4,999,18,9325,6,3,3,4,4,3,3,4,4,4,3,4,4,6,2,2,3,4
23,Charles,Behrhorst,Cary, NC,US,US,42202,997,2025-08-12,Professional,211899475,MPO,9,False,9th,129,-2,180,False,1000,3,25480875,2,14:12:00,The Preserve Disc Golf Course,LVO 2025 ,63,63,0,False,2,2,1001,18,9073,3,3,3,3,3,5,3,4,3,4,3,3,4,4,5,3,3,4
24,Michael,Panna,Philadelphia, PA,US,,143005,964,2025-08-12,Professional,211878383,MPO,17,True,T-17th,134,3,110,False,982,18,25436847,1,11:48:00,Nockamixon State Park,LVO 2025,68,67,-1,False,6,5,992,18,9325,7,3,2,4,4,3,4,3,5,3,4,3,4,5,2,3,4,4
25,Michael,Panna,Philadelphia, PA,US,,143005,964,2025-08-12,Professional,211878383,MPO,17,True,T-17th,134,3,110,False,982,18,25480628,2,14:00:00,The Preserve Disc Golf Course,LVO 2025 ,63,67,4,False,2,6,972,18,9073,3,3,3,3,4,3,3,6,4,3,3,3,5,5,4,5,3,4
26,Ethan,Yawger,Camp Hill, PA,US,,201606,996,2025-08-12,Professional,211925757,MPO,7,True,T-7th,126,-5,200,False,1011,15,25438534,1,12:24:00,Nockamixon State Park,LVO 2025,68,67,-1,False,3,2,992,18,9325,5,4,4,4,3,4,2,4,4,4,4,2,5,4,3,3,4,4
27,Ethan,Yawger,Camp Hill, PA,US,,201606,996,2025-08-12,Professional,211925757,MPO,7,True,T-7th,126,-5,200,False,1011,15,25480629,2,14:00:00,The Preserve Disc Golf Course,LVO 2025 ,63,59,-4,False,5,1,1030,18,9073,2,3,3,2,4,3,3,4,3,4,3,3,5,4,4,3,2,4
28,Matt,Bruder,Perkasie, PA,US,US,245418,966,2025-08-12,Professional,211587409,MPO,16,False,16th,133,2,120,False,986,20,25448999,1,14:12:00,Nockamixon State Park,LVO 2025,68,67,-1,False,5,4,992,18,9325,4,3,3,5,3,3,3,4,5,5,3,3,5,5,3,2,4,4
29,Matt,Bruder,Perkasie, PA,US,US,245418,966,2025-08-12,Professional,211587409,MPO,16,False,16th,133,2,120,False,986,20,25480627,2,14:00:00,The Preserve Disc Golf Course,LVO 2025 ,63,66,3,False,1,4,980,18,9073,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,3,4
30,David,Dunn,Sinking Spring, PA,US,,88153,989,2025-08-12,Professional,212019900,MPO,10,True,T-10th,131,0,155,False,994,5,25439192,1,12:36:00,Nockamixon State Park,LVO 2025,68,68,0,False,4,4,986,18,9325,6,3,3,4,4,3,3,4,5,4,3,3,5,5,2,3,4,4
31,David,Dunn,Sinking Spring, PA,US,,88153,989,2025-08-12,Professional,212019900,MPO,10,True,T-10th,131,0,155,False,994,5,25480630,2,14:00:00,The Preserve Disc Golf Course,LVO 2025 ,63,63,0,False,4,4,1001,18,9073,2,3,3,3,3,4,2,4,3,5,3,4,6,4,3,4,3,4
32,Ross,Hart,Millburn, NJ,US,,139475,944,2025-08-12,Professional,212018592,MPO,70,True,T-70th,999,936,0,True,986,42,25445289,1,13:24:00,Nockamixon State Park,LVO 2025,68,68,0,False,7,7,986,18,9325,7,3,2,3,3,3,2,5,5,3,4,4,5,5,3,2,4,5
33,Ross,Hart,Millburn, NJ,US,,139475,944,2025-08-12,Professional,212018592,MPO,70,True,T-70th,999,936,0,True,986,42,25480017,2,13:48:00,The Preserve Disc Golf Course,LVO 2025 ,63,999,936,True,0,72,,18,9073,7,7,7,7,8,8,7,8,7,8,7,7,8,8,8,8,7,8
34,Ben,Selkregg,Allentown, PA,US,,169136,966,2025-08-12,Professional,211876645,MPO,26,True,T-26th,137,6,70,False,972,6,25442195,1,13:12:00,Nockamixon State Park,LVO 2025,68,68,0,False,3,3,986,18,9325,5,3,3,5,3,4,3,4,4,3,4,3,4,6,3,2,4,5
35,Ben,Selkregg,Allentown, PA,US,,169136,966,2025-08-12,Professional,211876645,MPO,26,True,T-26th,137,6,70,False,972,6,25480016,2,13:48:00,The Preserve Disc Golf Course,LVO 2025 ,63,69,6,False,3,9,958,18,9073,3,4,3,4,3,3,2,5,3,4,3,3,7,5,6,4,3,4
36,Patrick,Effting,Emmaus, PA,US,,182208,958,2025-07-08,Professional,211792604,MPO,13,True,T-13th,132,1,130,False,990,32,25442194,1,13:12:00,Nockamixon State Park,LVO 2025,68,68,0,False,5,5,986,18,9325,6,3,2,5,2,4,4,5,4,4,3,4,4,4,3,3,4,4
37,Patrick,Effting,Emmaus, PA,US,,182208,958,2025-07-08,Professional,211792604,MPO,13,True,T-13th,132,1,130,False,990,32,25480015,2,13:48:00,The Preserve Disc Golf Course,LVO 2025 ,63,64,1,False,3,4,994,18,9073,2,3,3,2,4,4,3,4,3,3,3,5,5,5,4,4,3,4
38,Darren,Souder,Souderton, PA,US,,212903,967,2025-08-12,Professional,211703637,MPO,13,True,T-13th,132,1,130,False,990,23,25449682,1,14:24:00,Nockamixon State Park,LVO 2025,68,68,0,False,5,5,986,18,9325,5,3,2,3,4,4,4,5,4,4,3,3,6,5,3,3,3,4
39,Darren,Souder,Souderton, PA,US,,212903,967,2025-08-12,Professional,211703637,MPO,13,True,T-13th,132,1,130,False,990,23,25480014,2,13:48:00,The Preserve Disc Golf Course,LVO 2025 ,63,64,1,False,5,6,994,18,9073,3,3,3,2,4,3,2,4,3,7,4,3,5,5,3,4,2,4
40,Lance,Trott,Bethlehem, PA,US,,23363,973,2025-07-08,Professional,211898508,MPO,41,False,41st,141,10,0,False,958,-15,25449102,1,14:00:00,Nockamixon State Park,LVO 2025,68,69,1,False,2,3,979,18,9325,5,3,4,4,5,4,3,4,4,4,4,3,4,5,2,3,4,4
41,Lance,Trott,Bethlehem, PA,US,,23363,973,2025-07-08,Professional,211898508,MPO,41,False,41st,141,10,0,False,958,-15,25479813,2,13:36:00,The Preserve Disc Golf Course,LVO 2025 ,63,72,9,False,0,9,937,18,9073,3,3,3,3,4,5,4,4,4,5,4,4,5,4,5,4,3,5
42,Eric,Moul,Sinking Spg, PA,US,US,87095,963,2025-08-12,Professional,211740116,MPO,21,True,T-21st,135,4,90,False,980,17,25439190,1,12:36:00,Nockamixon State Park,LVO 2025,68,69,1,False,3,4,979,18,9325,5,4,3,5,3,3,2,5,4,4,3,3,4,5,3,3,6,4
43,Eric,Moul,Sinking Spg, PA,US,US,87095,963,2025-08-12,Professional,211740116,MPO,21,True,T-21st,135,4,90,False,980,17,25479808,2,13:36:00,The Preserve Disc Golf Course,LVO 2025 ,63,66,3,False,4,7,980,18,9073,3,3,3,4,3,3,3,4,4,4,2,4,4,6,6,4,3,3
44,Zac,Stager,Far Hills, NJ,US,,150395,947,2025-08-12,Professional,211586594,MPO,29,True,T-29th,138,7,10,False,969,22,25440543,1,12:48:00,Nockamixon State Park,LVO 2025,68,69,1,False,2,3,979,18,9325,5,3,3,4,4,4,3,4,4,4,4,3,3,6,4,3,4,4
45,Zac,Stager,Far Hills, NJ,US,,150395,947,2025-08-12,Professional,211586594,MPO,29,True,T-29th,138,7,10,False,969,22,25479810,2,13:36:00,The Preserve Disc Golf Course,LVO 2025 ,63,69,6,False,3,9,958,18,9073,3,3,3,2,5,3,4,5,4,6,4,3,4,4,6,3,3,4
46,Benjamin,Appel,Manheim, PA,US,,176644,967,2025-08-12,Professional,211618411,MPO,26,True,T-26th,137,6,70,False,972,5,25437507,1,12:00:00,Nockamixon State Park,LVO 2025,68,69,1,False,5,6,979,18,9325,5,3,2,5,2,3,4,4,5,4,4,4,4,4,3,3,4,6
47,Benjamin,Appel,Manheim, PA,US,,176644,967,2025-08-12,Professional,211618411,MPO,26,True,T-26th,137,6,70,False,972,5,25479811,2,13:36:00,The Preserve Disc Golf Course,LVO 2025 ,63,68,5,False,2,7,965,18,9073,2,3,3,3,4,4,3,4,3,4,4,3,7,5,3,5,3,5
48,Daniel,Wescoe,North Wales, PA,US,,200649,952,2025-08-12,Professional,211899449,MPO,24,True,T-24th,136,5,80,False,976,24,25437983,1,12:12:00,Nockamixon State Park,LVO 2025,68,69,1,False,4,5,979,18,9325,5,3,3,4,4,3,3,4,4,4,2,4,5,6,3,3,4,5
49,Daniel,Wescoe,North Wales, PA,US,,200649,952,2025-08-12,Professional,211899449,MPO,24,True,T-24th,136,5,80,False,976,24,25479351,2,13:24:00,The Preserve Disc Golf Course,LVO 2025 ,63,67,4,False,2,6,972,18,9073,3,4,3,3,4,3,3,4,3,5,3,3,6,4,5,3,3,5
50,Brian,Hart,Bordentown, NJ,US,,80579,965,2025-08-12,Professional,211638413,MPO,17,True,T-17th,134,3,110,False,984,19,25434605,1,11:12:00,Nockamixon State Park,LVO 2025,68,70,2,False,2,4,973,18,9325,6,4,3,4,3,4,4,4,5,5,3,3,3,5,3,3,4,4
51,Brian,Hart,Bordentown, NJ,US,,80579,965,2025-08-12,Professional,211638413,MPO,17,True,T-17th,134,3,110,False,984,19,25479350,2,13:24:00,The Preserve Disc Golf Course,LVO 2025 ,63,64,1,False,3,4,994,18,9073,3,4,2,2,4,4,3,4,3,4,3,3,4,5,5,3,3,5
52,Lucas,Oberholtzer Hess,Gettysburg, PA,US,,90439,1026,2025-08-12,Professional,211587325,MPO,10,True,T-10th,131,0,155,False,994,-32,25450420,1,14:36:00,Nockamixon State Park,LVO 2025,68,70,2,False,4,6,973,18,9325,6,4,3,5,4,3,3,4,4,3,5,3,3,5,3,4,3,5
53,Lucas,Oberholtzer Hess,Gettysburg, PA,US,,90439,1026,2025-08-12,Professional,211587325,MPO,10,True,T-10th,131,0,155,False,994,-32,25479349,2,13:24:00,The Preserve Disc Golf Course,LVO 2025 ,63,61,-2,False,7,5,1015,18,9073,2,2,2,2,3,5,2,5,3,3,3,4,5,5,4,4,3,4
54,Benjamin,Wright,Chester Springs, PA,US,,188038,914,2025-03-11,Professional,212013095,MPO,36,True,T-36th,140,9,0,False,962,48,25436848,1,11:48:00,Nockamixon State Park,LVO 2025,68,70,2,False,1,3,973,18,9325,5,4,3,4,4,4,3,4,4,4,5,3,3,5,3,3,4,5
55,Benjamin,Wright,Chester Springs, PA,US,,188038,914,2025-03-11,Professional,212013095,MPO,36,True,T-36th,140,9,0,False,962,48,25479352,2,13:24:00,The Preserve Disc Golf Course,LVO 2025 ,63,70,7,False,2,9,951,18,9073,5,3,3,4,4,4,3,6,3,5,3,2,5,5,4,3,4,4
56,Owen,Kliesh,Pocono Summit, PA,US,,288234,938,2025-08-12,Professional,212008899,MPO,36,True,T-36th,140,9,0,False,962,24,25437510,1,12:00:00,Nockamixon State Park,LVO 2025,68,70,2,False,2,4,973,18,9325,5,3,3,5,3,3,4,4,4,4,4,3,6,5,3,3,4,4
57,Owen,Kliesh,Pocono Summit, PA,US,,288234,938,2025-08-12,Professional,212008899,MPO,36,True,T-36th,140,9,0,False,962,24,25478932,2,13:12:00,The Preserve Disc Golf Course,LVO 2025 ,63,70,7,False,3,10,951,18,9073,3,3,2,3,4,3,4,4,5,5,3,4,5,5,6,3,3,5
58,Joe,Appaluccio,Ogdensburg, NJ,US,,80655,936,2025-08-12,Amateur,211581461,MPO,36,True,T-36th,140,9,0,False,962,26,25449100,1,14:00:00,Nockamixon State Park,LVO 2025,68,71,3,False,3,6,966,18,9325,5,4,3,4,3,3,5,3,4,4,4,3,5,6,2,4,4,5
59,Joe,Appaluccio,Ogdensburg, NJ,US,,80655,936,2025-08-12,Amateur,211581461,MPO,36,True,T-36th,140,9,0,False,962,26,25478930,2,13:12:00,The Preserve Disc Golf Course,LVO 2025 ,63,69,6,False,1,7,958,18,9073,3,4,3,3,5,5,3,4,4,4,3,4,4,5,4,3,3,5
60,Robert,Veliky,Hewitt, NJ,US,,82998,993,2025-08-12,Professional,211581674,MPO,24,True,T-24th,136,5,80,False,977,-16,25449680,1,14:24:00,Nockamixon State Park,LVO 2025,68,71,3,False,4,7,966,18,9325,5,4,2,3,3,4,3,7,3,5,3,4,4,5,3,5,4,4
61,Robert,Veliky,Hewitt, NJ,US,,82998,993,2025-08-12,Professional,211581674,MPO,24,True,T-24th,136,5,80,False,977,-16,25478931,2,13:12:00,The Preserve Disc Golf Course,LVO 2025 ,63,65,2,False,2,4,987,18,9073,3,3,3,3,5,4,3,4,3,4,2,3,4,4,7,3,3,4
62,Daniel,Taylor,Havertown, PA,US,,97830,951,2025-08-12,Professional,212018626,MPO,29,True,T-29th,138,7,10,False,969,18,25437871,1,12:12:00,Nockamixon State Park,LVO 2025,68,71,3,False,3,6,966,18,9325,5,4,2,4,3,5,3,4,5,4,3,3,4,7,3,2,5,5
63,Daniel,Taylor,Havertown, PA,US,,97830,951,2025-08-12,Professional,212018626,MPO,29,True,T-29th,138,7,10,False,969,18,25478933,2,13:12:00,The Preserve Disc Golf Course,LVO 2025 ,63,67,4,False,2,6,972,18,9073,2,3,3,3,5,3,4,4,4,5,3,4,4,5,4,4,3,4
64,Cormac,Staroselec,Hillsborough, NJ,US,,136035,933,2025-08-12,Professional,211951751,MPO,42,True,T-42nd,142,11,0,False,955,22,25434594,1,11:12:00,Nockamixon State Park,LVO 2025,68,71,3,False,3,6,966,18,9325,6,3,3,3,4,4,4,4,5,4,3,4,4,5,3,3,4,5
65,Cormac,Staroselec,Hillsborough, NJ,US,,136035,933,2025-08-12,Professional,211951751,MPO,42,True,T-42nd,142,11,0,False,955,22,25478340,2,13:00:00,The Preserve Disc Golf Course,LVO 2025 ,63,71,8,False,0,8,944,18,9073,3,4,3,3,4,5,4,5,3,4,3,3,4,5,6,5,3,4
66,Adriene,Khon,Philadelphia, PA,US,,150997,974,2025-08-12,Professional,211887814,MPO,48,True,T-48th,145,14,0,False,944,-30,25436520,1,11:36:00,Nockamixon State Park,LVO 2025,68,71,3,False,1,4,966,18,9325,5,5,3,4,3,5,3,6,3,4,4,3,4,5,3,3,4,4
67,Adriene,Khon,Philadelphia, PA,US,,150997,974,2025-08-12,Professional,211887814,MPO,48,True,T-48th,145,14,0,False,944,-30,25478395,2,13:00:00,The Preserve Disc Golf Course,LVO 2025 ,63,74,11,False,2,13,922,18,9073,4,3,3,3,5,3,4,6,3,4,4,4,9,5,4,3,3,4
68,Bo,Li,Hamilton, NJ,US,,156116,956,2025-08-12,Professional,211588238,MPO,29,True,T-29th,138,7,10,False,969,13,25436518,1,11:36:00,Nockamixon State Park,LVO 2025,68,71,3,False,3,6,966,18,9325,5,3,2,4,3,4,3,4,5,5,6,2,4,5,3,3,5,5
69,Bo,Li,Hamilton, NJ,US,,156116,956,2025-08-12,Professional,211588238,MPO,29,True,T-29th,138,7,10,False,969,13,25478349,2,13:00:00,The Preserve Disc Golf Course,LVO 2025 ,63,67,4,False,3,7,972,18,9073,3,4,2,3,3,4,3,4,3,5,2,4,6,5,4,4,3,5
70,Mark,Griffenberg,Hatboro, PA,US,,193142,950,2025-07-08,Professional,211593542,MPO,26,True,T-26th,137,6,70,False,973,23,25445287,1,13:24:00,Nockamixon State Park,LVO 2025,68,71,3,False,3,6,966,18,9325,5,6,3,5,3,4,4,3,5,3,4,3,4,4,4,3,4,4
71,Mark,Griffenberg,Hatboro, PA,US,,193142,950,2025-07-08,Professional,211593542,MPO,26,True,T-26th,137,6,70,False,973,23,25478350,2,13:00:00,The Preserve Disc Golf Course,LVO 2025 ,63,66,3,False,5,8,980,18,9073,2,3,2,3,5,4,4,8,3,3,3,3,5,5,3,4,3,3
72,Connor,Leaman,Lancaster, PA,US,,224626,995,2025-08-12,Professional,211948809,MPO,21,True,T-21st,135,4,90,False,980,-15,25439191,1,12:36:00,Nockamixon State Park,LVO 2025,68,71,3,False,5,8,966,18,9325,6,3,3,4,4,3,3,6,3,5,3,3,6,6,3,3,4,3
73,Connor,Leaman,Lancaster, PA,US,,224626,995,2025-08-12,Professional,211948809,MPO,21,True,T-21st,135,4,90,False,980,-15,25477639,2,12:48:00,The Preserve Disc Golf Course,LVO 2025 ,63,64,1,False,3,4,994,18,9073,3,3,3,2,3,4,4,4,4,5,3,3,4,4,5,4,3,3
74,Joshua,Robbins,Emmaus, PA,US,,265067,958,2025-07-08,Professional,211586579,MPO,21,True,T-21st,135,4,90,False,980,22,25436517,1,11:36:00,Nockamixon State Park,LVO 2025,68,71,3,False,4,7,966,18,9325,6,3,3,4,4,3,5,5,5,3,3,3,4,5,3,3,4,5
75,Joshua,Robbins,Emmaus, PA,US,,265067,958,2025-07-08,Professional,211586579,MPO,21,True,T-21st,135,4,90,False,980,22,25477637,2,12:48:00,The Preserve Disc Golf Course,LVO 2025 ,63,64,1,False,5,6,994,18,9073,3,4,2,3,4,5,2,4,2,3,3,2,5,5,5,4,3,5
76,Jake,Fenimore,State College, PA,US,,185483,955,2025-08-12,Professional,211949799,MPO,42,True,T-42nd,142,11,0,False,955,0,25435867,1,11:24:00,Nockamixon State Park,LVO 2025,68,72,4,False,3,7,959,18,9325,4,3,3,4,4,3,3,6,5,4,5,3,4,5,3,3,5,5
77,Jake,Fenimore,State College, PA,US,,185483,955,2025-08-12,Professional,211949799,MPO,42,True,T-42nd,142,11,0,False,955,0,25477640,2,12:48:00,The Preserve Disc Golf Course,LVO 2025 ,63,70,7,False,3,10,951,18,9073,2,3,3,3,3,3,3,5,4,5,3,4,6,4,4,7,3,5
78,Ryan,Santos,Macungie, PA,US,,280787,955,2025-07-08,Professional,211806823,MPO,59,True,T-59th,148,17,0,False,934,-21,25437508,1,12:00:00,Nockamixon State Park,LVO 2025,68,72,4,False,5,9,959,18,9325,6,3,2,5,5,4,4,5,5,4,4,2,3,6,3,2,4,5
79,Ryan,Santos,Macungie, PA,US,,280787,955,2025-07-08,Professional,211806823,MPO,59,True,T-59th,148,17,0,False,934,-21,25477638,2,12:48:00,The Preserve Disc Golf Course,LVO 2025 ,63,76,13,False,2,15,908,18,9073,5,3,2,4,4,4,4,5,5,5,3,4,7,4,6,3,4,4
80,Zach,Sharp,Warminster, PA,US,,137698,939,2025-08-12,Professional,211586057,MPO,36,True,T-36th,140,9,0,False,963,24,25448997,1,14:12:00,Nockamixon State Park,LVO 2025,68,73,5,False,2,7,953,18,9325,6,6,3,4,3,4,3,4,5,4,3,3,4,5,4,2,5,5
81,Zach,Sharp,Warminster, PA,US,,137698,939,2025-08-12,Professional,211586057,MPO,36,True,T-36th,140,9,0,False,963,24,25477429,2,12:36:00,The Preserve Disc Golf Course,LVO 2025 ,63,67,4,False,2,6,972,18,9073,3,3,3,2,5,4,3,5,3,4,4,4,5,4,5,3,3,4
82,Collin,Fairchild,Allentown, PA,US,,141918,992,2025-07-08,Professional,211611952,MPO,29,True,T-29th,138,7,10,False,970,-22,25439189,1,12:36:00,Nockamixon State Park,LVO 2025,68,73,5,False,2,7,953,18,9325,6,3,2,4,3,6,3,4,4,4,4,3,4,6,4,5,4,4
83,Collin,Fairchild,Allentown, PA,US,,141918,992,2025-07-08,Professional,211611952,MPO,29,True,T-29th,138,7,10,False,970,-22,25477430,2,12:36:00,The Preserve Disc Golf Course,LVO 2025 ,63,65,2,False,2,4,987,18,9073,2,3,3,3,4,4,3,4,3,4,3,3,5,4,6,3,3,5
84,Alex,Abel,Philadelphia, PA,US,,182549,950,2025-07-08,Professional,211688052,MPO,46,True,T-46th,144,13,0,False,949,-1,25441757,1,13:00:00,Nockamixon State Park,LVO 2025,68,73,5,False,3,8,953,18,9325,7,4,3,4,4,4,3,4,5,4,6,4,3,5,4,2,3,4
